venue,year,rank,venue_year_topic_id,count,venue_year_total,share_pct,specific_label_cn,specific_parent_category,short_keywords,representative_titles
AAAI,2022,7,AAAI_2022_T006,116,1315,8.82,多媒体安全：Deepfake检测、伪造识别与攻防,Security / Vision,"adversarial, training, attacks, attack, detection",Adversarial Examples Can Be Effective Data Augmentation for Unsupervised Machine Learning || Efficient Robust Training via Backward Smoothing || Feature Generation and Hypothesis Verification for Reliable Face Anti-spoofing || Learning Universal Adversarial Perturbation by Adversarial Example || Gradient Based Activations for Accurate Bias-Free Learning
AAAI,2022,8,AAAI_2022_T007,92,1315,7.0,图学习：图聚类、表示学习与结构匹配,Graph Learning,"graph, clustering, graphs, gnns, node",Graph Pointer Neural Networks || Generalized Equivariance and Preferential Labeling for GNN Node Classification || Powerful Graph Convolutional Networks with Adaptive Propagation Mechanism for Homophily and Heterophily || KerGNNs: Interpretable Graph Neural Networks with Graph Kernels || Simple Unsupervised Graph Representation Learning
AAAI,2022,9,AAAI_2022_T008,59,1315,4.49,大模型社会安全：偏见、虚假信息与检测,Trustworthy LLM,"agents, welfare, social, study, voting",Weighted Fairness Notions for Indivisible Items Revisited || Truthful and Fair Mechanisms for Matroid-Rank Valuations || Online Elicitation of Necessarily Optimal Matchings || Worst-Case Voting When the Stakes Are High || Iterative Calculus of Voting under Plurality
AAAI,2022,10,AAAI_2022_T009,58,1315,4.41,视频理解：动作识别、长视频与时序建模,Video Understanding,"video, temporal, motion, action, videos",Self-Supervised Spatiotemporal Representation Learning by Exploiting Video Continuity || ACGNet: Action Complement Graph Network for Weakly-Supervised Temporal Action Localization || Iterative Contrast-Classify for Semi-supervised Temporal Action Segmentation || Unsupervised Temporal Video Grounding with Deep Semantic Clustering || Contrastive Spatio-Temporal Pretext Learning for Self-Supervised Video Representation
AAAI,2023,1,AAAI_2023_T000,440,1572,27.99,迁移泛化：域适应、OOD泛化与鲁棒表征,Robust / Transfer Learning,"image, features, images, object, domain",Progressive Few-Shot Adaptation of Generative Model with Align-Free Spatial Correlation || ConvMatch: Rethinking Network Design for Two-View Correspondence Learning || Task-Specific Scene Structure Representations || Revisiting Classifier: Transferring Vision-Language Models for Video Recognition || Parameter-Efficient Model Adaptation for Vision Transformers
AAAI,2023,2,AAAI_2023_T001,237,1572,15.08,优化理论：梯度方法、收敛性与训练动力学,Optimization,"optimization, training, problem, samples, deep",Backpropagation-Free Deep Learning with Recursive Local Representation Alignment || Stable Learning via Sparse Variable Independence || Invariant Representations with Stochastically Quantized Neural Networks || Scalable Bayesian Meta-Learning through Generalized Implicit Gradients || Learning Compact Features via In-Training Representation Alignment
AAAI,2023,3,AAAI_2023_T002,200,1572,12.72,社会计算与安全NLP：偏见、仇恨与立场检测,Trustworthy NLP,"problem, algorithm, fairness, agents, games",Strategyproofness and Proportionality in Party-Approval Multiwinner Elections || Separate but Equal: Equality in Belief Propagation for Single Cycle Graphs || Resource Sharing through Multi-Round Matchings || Finding Fair Allocations under Budget Constraints || Class Fairness in Online Matching
AAAI,2023,4,AAAI_2023_T003,192,1572,12.21,多语言NLP：机器翻译、跨语言与低资源,NLP,"knowledge, information, language, training, dialogue","Script, Language, and Labels: Overcoming Three Discrepancies for Low-Resource Language Specialization || ProKD: An Unsupervised Prototypical Knowledge Distillation Network for Zero-Resource Cross-Lingual Named Entity Recognition || Learning to Memorize Entailment and Discourse Relations for Persona-Consistent Dialogues || Improving Distantly Supervised Relation Extraction by Natural Language Inference || A Simple Yet Effective Subsequence-Enhanced Approach for Cross-Domain NER"
AAAI,2023,5,AAAI_2023_T004,163,1572,10.37,图学习：图聚类、表示学习与结构匹配,Graph Learning,"graph, graphs, clustering, information, node",Eliciting Structural and Semantic Global Knowledge in Unsupervised Graph Contrastive Learning || Attribute and Structure Preserving Graph Contrastive Learning || ImGCL: Revisiting Graph Contrastive Learning on Imbalanced Node Classification || Topological Pooling on Graphs || Deep Graph Structural Infomax
AAAI,2023,6,AAAI_2023_T005,162,1572,10.31,强化学习：离线策略、奖励建模与控制,Reinforcement Learning,"policy, reinforcement, agent, offline, planning",Models as Agents: Optimizing Multi-Step Predictions of Interactive Local Models in Model-Based Multi-Agent Reinforcement Learning || Incremental Reinforcement Learning with Dual-Adaptive ε-Greedy Exploration || Planning and Learning with Adaptive Lookahead || Bilinear Exponential Family of MDPs: Frequentist Regret Bound with Tractable Exploration & Planning || Model-Based Offline Reinforcement Learning with Local Misspecification
AAAI,2023,7,AAAI_2023_T006,109,1572,6.93,因果学习：因果发现、反事实与处理效应,Causal ML,"time, causal, graph, temporal, traffic",Learning Decomposed Spatial Relations for Multi-Variate Time-Series Modeling || Scalable Spatiotemporal Graph Neural Networks || Easy Begun Is Half Done: Spatial-Temporal Graph Modeling with ST-Curriculum Dropout || Spatio-Temporal Neural Structural Causal Models for Bike Flow Prediction || Recovering the Graph Underlying Networked Dynamical Systems under Partial Observability: A Deep Learning Approach
AAAI,2023,8,AAAI_2023_T007,69,1572,4.39,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"adversarial, federated, attack, attacks, robustness",Federated Robustness Propagation: Sharing Adversarial Robustness in Heterogeneous Federated Learning || Delving into the Adversarial Robustness of Federated Learning || Training Meta-Surrogate Model for Transferable Adversarial Attack || DeFL: Defending against Model Poisoning Attacks in Federated Learning via Critical Learning Periods Awareness || Towards Interpreting and Utilizing Symmetry Property in Adversarial Examples
AAAI,2024,1,AAAI_2024_T000,428,2331,18.36,强化学习：策略优化、奖励学习与控制,Reinforcement Learning,"problem, agents, algorithm, policy, algorithms",Efficient Learning in Polyhedral Games via Best-Response Oracles || Regret Analysis of Repeated Delegated Choice || Learning Coalition Structures with Games || Learning in Online Principal-Agent Interactions: The Power of Menus || Decoding Global Preferences: Temporal and Cooperative Dependency Modeling in Multi-Agent Preference-Based Reinforcement Learning
AAAI,2024,2,AAAI_2024_T001,358,2331,15.36,视觉感知：语义/实例/全景分割,Computer Vision,"visual, image, segmentation, semantic, features",CoPL: Contextual Prompt Learning for Vision-Language Understanding || SA²VP: Spatially Aligned-and-Adapted Visual Prompt || COMMA: Co-articulated Multi-Modal Learning || Learning to Learn Better Visual Prompts || Multi-Level Cross-Modal Alignment for Image Clustering
AAAI,2024,3,AAAI_2024_T002,245,2331,10.51,迁移泛化：域适应、OOD泛化与鲁棒表征,Robust / Transfer Learning,"domain, training, label, knowledge, classes",Enhancing Semi-supervised Domain Adaptation via Effective Target Labeling || Composite Active Learning: Towards Multi-Domain Active Learning with Theoretical Guarantees || Transfer and Alignment Network for Generalized Category Discovery || Dual-Level Curriculum Meta-Learning for Noisy Few-Shot Learning Tasks || Lost Domain Generalization Is a Natural Consequence of Lack of Training Domains
AAAI,2024,4,AAAI_2024_T003,232,2331,9.95,大模型推理：问答、常识与思维链,LLM Reasoning,"language, llms, knowledge, reasoning, information",Who Knows the Answer? Finding the Best Model and Prompt for Each Query Using Confidence-Based Search || Generative Multi-Modal Knowledge Retrieval with Large Language Models || Customizing Language Model Responses with Contrastive In-Context Learning || Chain-of-Thought Improves Text Generation with Citations in Large Language Models || SeqGPT: An Out-of-the-Box Large Language Model for Open Domain Sequence Understanding
AAAI,2024,5,AAAI_2024_T004,230,2331,9.87,生成模型：文生图、扩散采样与图像编辑,Generative AI,"image, images, diffusion, generation, existing",Iterative Token Evaluation and Refinement for Real-World Super-resolution || High-Fidelity Diffusion-Based Image Editing || Multi-Domain Multi-Scale Diffusion Model for Low-Light Image Enhancement || Gradual Residuals Alignment: A Dual-Stream Framework for GAN Inversion and Image Attribute Editing || Efficient Conditional Diffusion Model with Probability Flow Sampling for Image Super-resolution
AAAI,2024,6,AAAI_2024_T005,229,2331,9.82,图学习：图聚类、表示学习与结构匹配,Graph Learning,"graph, clustering, information, graphs, node",Fine-Tuning Graph Neural Networks by Preserving Graph Generative Patterns || Neural Gaussian Similarity Modeling for Differential Graph Structure Learning || An Efficient Subgraph-Inferring Framework for Large-Scale Heterogeneous Graphs || Learning to Reweight for Generalizable Graph Neural Network || Improving Distinguishability of Class for Graph Neural Networks
AAAI,2024,7,AAAI_2024_T006,175,2331,7.51,三维视觉：点云、深度估计与相机姿态（RAG问答）,3D Vision,"point, point cloud, cloud, novel, features",NeuSurf: On-Surface Priors for Neural Surface Reconstruction from Sparse Input Views || Leveraging Imagery Data with Spatial Point Prior for Weakly Semi-supervised 3D Object Detection || PM-INR: Prior-Rich Multi-Modal Implicit Large-Scale Scene Neural Representation || Depth-Guided Robust and Fast Point Cloud Fusion NeRF for Sparse Input Views || Voxel or Pillar: Exploring Efficient Point Cloud Representation for 3D Object Detection
AAAI,2024,8,AAAI_2024_T007,154,2331,6.61,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"adversarial, federated, attack, attacks, training",High-Fidelity Gradient Inversion in Distributed Learning || Stable Unlearnable Example: Enhancing the Robustness of Unlearnable Examples via Stable Error-Minimizing Noise || AGS: Affordable and Generalizable Substitute Training for Transferable Adversarial Attack || Task-Agnostic Privacy-Preserving Representation Learning for Federated Learning against Attribute Inference Attacks || Where and How to Attack? A Causality-Inspired Recipe for Generating Counterfactual Adversarial Examples
AAAI,2024,9,AAAI_2024_T008,142,2331,6.09,视频理解：动作识别、长视频与时序建模,Video Understanding,"motion, audio, human, video, speech",DanceAnyWay: Synthesizing Beat-Guided 3D Dances with Randomized Temporal Contrastive Learning || MotionMix: Weakly-Supervised Diffusion for Controllable Motion Generation || Learn the Force We Can: Enabling Sparse Motion Control in Multi-Object Video Generation || AMD: Autoregressive Motion Diffusion || Scalable Motion Style Transfer with Constrained Diffusion Generation
AAAI,2024,10,AAAI_2024_T009,68,2331,2.92,三维视觉：点云、深度估计与相机姿态（图学习）,3D Vision,"causal, effect, treatment, variables, estimation",Scores for Learning Discrete Causal Graphs with Unobserved Confounders || Effective Causal Discovery under Identifiable Heteroscedastic Noise Model || Linear-Time Algorithms for Front-Door Adjustment in Causal Graphs || Towards Learning and Explaining Indirect Causal Effects in Neural Networks || Rethinking Causal Relationships Learning in Graph Neural Networks
AAAI,2025,1,AAAI_2025_T000,380,3028,12.55,生成模型：视频扩散生成与编辑,Generative AI,"image, diffusion, images, generation, video",DiffuseHigh: Training-Free Progressive High-Resolution Image Synthesis Through Structure Guidance || Flash Diffusion: Accelerating Any Conditional Diffusion Model for Few Steps Image Generation || AGLLDiff: Guiding Diffusion Models Towards Unsupervised Training-free Real-world Low-light Image Enhancement || Cascaded Diffusion Models for Virtual Try-On: Improving Control and Resolution || VersaFusion: A Versatile Diffusion-Based Framework for Fine-Grained Image Editing and Enhancement
AAAI,2025,2,AAAI_2025_T001,378,3028,12.48,大模型推理：问答、常识与思维链,LLM Reasoning,"llms, language, knowledge, reasoning, llm",Can Large Language Models Derive High-Level Cognition from Low-Level and Fragmented Foundational Information? || Extracting Interpretable Task-Specific Circuits from Large Language Models for Faster Inference || Improving Natural Language Understanding for LLMs via Large-Scale Instruction Synthesis || Tuning-Free Accountable Intervention for LLM Deployment – a Metacognitive Approach || Controlling Equational Reasoning in Large Language Models with Prompt Interventions
AAAI,2025,3,AAAI_2025_T002,372,3028,12.29,多模态大模型：视觉语言理解与跨模态推理,Multimodal LLM,"visual, video, multimodal, language, information","ALLVB: All-in-One Long Video Understanding Benchmark || A-VL: Adaptive Attention for Large Vision-Language Models || Assessing Modality Bias in Video Question Answering Benchmarks with Multimodal Large Language Models || Divide, Conquer and Combine: A Training-Free Framework for High-Resolution Image Perception in Multimodal Large Language Models || Boosting Multimodal Large Language Models with Visual Tokens Withdrawal for Rapid Inference"
AAAI,2025,4,AAAI_2025_T003,342,3028,11.29,三维视觉：点云、深度估计与相机姿态,3D Vision,"point, object, semantic, segmentation, cloud",Bootstraping Clustering of Gaussians for View-consistent 3D Scene Understanding || MSV-PCT: Multi-Sparse-View Enhanced Transformer Framework for Salient Object Detection in Point Clouds || Rethinking Open-Vocabulary Segmentation of Radiance Fields in 3D Space || SSLFusion: Scale and Space Aligned Latent Fusion Model for Multimodal 3D Object Detection || Hierarchical Cross-Modal Alignment for Open-Vocabulary 3D Object Detection
AAAI,2025,5,AAAI_2025_T004,304,3028,10.04,强化学习：策略优化、奖励学习与控制,Reinforcement Learning,"agents, policy, problem, reinforcement, algorithms",Beyond Monotonicity: On the Convergence of Learning Algorithms in Standard Auction Games || Decentralized and Uncoordinated Learning of Stable Matchings: A Game-Theoretic Approach || Multi Agent Reinforcement Learning for Sequential Satellite Assignment Problems || Deviate or Not: Learning Coalition Structures with Multiple-bit Observations in Games || Two-Timescale Critic-Actor for Average Reward MDPs with Function Approximation
AAAI,2025,6,AAAI_2025_T005,255,3028,8.42,可信安全：对抗攻击、后门、水印与隐私,Security / Privacy,"attacks, federated, adversarial, detection, attack","Defending Against Sophisticated Poisoning Attacks with RL-based Aggregation in Federated Learning || AttackBench: Evaluating Gradient-based Attacks for Adversarial Examples || On the Robustness of Distributed Machine Learning Against Transfer Attacks || Queries, Representation & Detection: The Next 100 Model Fingerprinting Schemes || Improving Integrated Gradient-based Transferable Adversarial Examples by Refining the Integration Path"
AAAI,2025,7,AAAI_2025_T006,235,3028,7.76,优化理论：梯度方法、收敛性与训练动力学,Optimization,"optimization, problem, gradient, algorithm, training",PowerMLP: An Efficient Version of KAN || The Gradient of Algebraic Model Counting || Memory-Reduced Meta-Learning with Guaranteed Convergence || Decomposed Quadratization: Efficient QUBO Formulation for Learning Bayesian Network || Generalized Convergence Analysis of Tsetlin Automaton Based Algorithms: A Probabilistic Approach to Concept Learning
AAAI,2025,8,AAAI_2025_T007,225,3028,7.43,因果学习：因果发现、反事实与处理效应,Causal ML,"clustering, multi-view, label, causal, labels",Biased Incomplete Multi-View Learning || Enhanced Sample Selection with Confidence Tracking: Identifying Correctly Labeled Yet Hard-to-Learn Samples in Noisy Data || Addressing Multi-Label Learning with Partial Labels: From Sample Selection to Label Selection || Bayesian Low-Rank Learning (Bella): A Practical Approach to Bayesian Neural Networks || Prior-Constrained Association Learning for Fine-Grained Generalized Category Discovery
AAAI,2025,9,AAAI_2025_T008,221,3028,7.3,AI4Science：分子生成、药物发现与化学建模,AI for Science,"graph, node, graphs, gnns, information",Pre-Training Graph Neural Networks on Molecules by Using Subgraph-Conditioned Graph Information Bottleneck || Integrating Co-Training with Edge Discrimination to Enhance Graph Neural Networks Under Heterophily || Subgraph Aggregation for Out-of-Distribution Generalization on Graphs || Contrastive Auxiliary Learning with Structure Transformation for Heterogeneous Graphs || Bootstrapping Heterogeneous Graph Representation Learning via Large Language Models: A Generalized Approach
AAAI,2025,10,AAAI_2025_T009,105,3028,3.47,时序建模：时间序列预测、动力系统与基础模型,Time Series,"series, time series, time, forecasting, traffic",TimePFN: Effective Multivariate Time Series Forecasting with Synthetic Data || TimeCHEAT: A Channel Harmony Strategy for Irregularly Sampled Multivariate Time Series Analysis || ST-ReP: Learning Predictive Representations Efficiently for Spatial-Temporal Forecasting || HDT: Hierarchical Discrete Transformer for Multivariate Time Series Forecasting || Unlocking the Power of Patch: Patch-Based MLP for Long-Term Time Series Forecasting
AAAI,2026,1,AAAI_2026_T000,610,4149,14.7,三维视觉：Gaussian Splatting、新视角合成与重建,3D Vision,"image, features, existing, reconstruction, experiments",Pano-GS: Perception-Aware Gaussian Optimization with Gradient Consistency and Multi-Criteria Densification for High-Quality Rendering || HDGS: Hierarchical Dynamic Gaussian Splatting for Urban Driving Scenes || 4D Scaffold Gaussian Splatting with Dynamic-Aware Anchor Growing for Efficient and High-Fidelity Dynamic Scene Reconstruction || Training and Inference Within 1 Second – Tackle Cross-Sensor Degradation of Real-World Pansharpening with Efficient Residual Feature Tailoring || TrackGS: Optimizing COLMAP-Free 3D Gaussian Splatting with Global Track Constraints
AAAI,2026,2,AAAI_2026_T001,596,4149,14.36,大模型推理：问答、常识与思维链,LLM Reasoning,"reasoning, llms, language, knowledge, framework","Hypothesis-Driven Reasoning for Large Language Models || Aware First, Think Less: Dynamic Boundary Self-Awareness Drives Significant Gains in Reasoning Efficiency in Large Language Models || Benchmarking LLMs’ Mathematical Reasoning with Unseen Random Variables Questions || Mitigating Content Effects on Reasoning in Language Models Through Fine-Grained Activation Steering || RAG-R1:Incentivizing the Search and Reasoning Capabilities of LLMs Through Multi-Query Parallelism"
AAAI,2026,3,AAAI_2026_T002,463,4149,11.16,强化学习：策略优化、奖励学习与控制,Reinforcement Learning,"agents, problem, policy, algorithm, algorithms",Beyond Monotonicity: Revisiting Factorization Principles in Multi-Agent Q-Learning || Principled Analysis of Deep Reinforcement Learning Evaluation and Design Paradigms || Structural Approach to Guiding a Present-Biased Agent || Scalable Solutions to Zero-Sum Partially Observable Stochastic Games Through Belief Aggregation with Approximation Guarantees || Planning in Branch-and-Bound: Model-Based Reinforcement Learning for Exact Combinatorial Optimization
AAAI,2026,4,AAAI_2026_T003,391,4149,9.42,图学习：图异常检测、聚类与结构表示,Graph Learning,"graph, clustering, graphs, existing, anomaly",Rethinking Multi-Instance Learning Through Graph-Driven Fusion: A Dual-Path Approach to Adaptive Representation || Dual-Geometry Graph Network: Unifying Local and Global Priors for Few-Shot Learning || Cross-view Anchor Graph Learning and Factorization for Incomplete Multi-view Clustering || Can Pseudo-Label Be More Reliable? A Simple yet Effective Topology-Aware Graph Self-Training Method || CCAHCL: Multi-Level Hypergraph Contrastive Learning for Connected Component Awareness
AAAI,2026,5,AAAI_2026_T004,344,4149,8.29,高效大模型：推理加速、压缩与资源优化,Efficient LLMs,"knowledge, visual, language, pruning, existing",LLMC+: Benchmarking Vision-Language Model Compression with a plug-and-play Toolkit || Instruction-Guided Cross-Modal Clustering for Training-Free Visual Token Pruning in Vision-Language Models || Decomposing and Composing: Towards Efficient Vision-Language Continual Learning via Rank-1 Expert Pool in a Single LoRA || Global Compression Commander: Plug-and-Play Inference Acceleration for High-Resolution Large Vision-Language Models || Rethinking Visual Token Reduction in LVLMs Under Cross-Modal Misalignment
