venue,year,venue_year_topic_id,specific_label_cn,compact_label_cn,family,count,venue_year_total,share_pct,topic_keywords,representative_titles
AAAI,2021,AAAI_2021_T002,优化理论：梯度方法、收敛性与训练动力学,优化理论,优化/理论,234,1642,14.250913520097441,"training, deep, knowledge, optimization, problem, label, gradient, algorithm, distillation, labels",Adaptive Knowledge Driven Regularization for Deep Neural Networks || Gated Linear Networks || Provable Benefits of Overparameterization in Model Compression: From Double Descent to Pruning Neural Networks || Norm-Based Generalisation Bounds for Deep Multi-Class Convolutional Neural Networks || Beyond Class-Conditional Assumption: A Primary Attempt to Combat Instance-Dependent Label Noise
AAAI,2021,AAAI_2021_T003,概率机器学习：变分推断、不确定性与后验建模,概率机器学习,优化/理论,203,1642,12.36297198538367,"problem, problems, agents, games, algorithm, study, algorithms, complexity, time, optimal",A Model of Winners Allocation || Anytime Heuristic and Monte Carlo Methods for Large-Scale Simultaneous Coalition Structure Generation and Assignment || On the Complexity of Finding Justifications for Collective Decisions || On Fair and Efficient Allocations of Indivisible Goods || Computing Quantal Stackelberg Equilibrium in Extensive-Form Games
AAAI,2021,AAAI_2021_T004,在线决策：Bandit、后悔界与探索,Bandit/在线决策,强化学习,202,1642,12.3020706455542,"planning, policy, algorithm, reinforcement, problem, reward, regret, algorithms, agents, action",Inverse Reinforcement Learning From Like-Minded Teachers || Combinatorial Pure Exploration with Full-Bandit or Partial Linear Feedback || Advice-Guided Reinforcement Learning in a non-Markovian Environment || Model-Free Online Learning in Unknown Sequential Decision Making Problems and Games || Metrics and Continuity in Reinforcement Learning
AAAI,2021,AAAI_2021_T005,推荐系统：排序、召回与点击率预测,推荐系统,推荐/检索/图,189,1642,11.51035322777101,"graph, clustering, recommendation, user, time, prediction, information, existing, deep, structure",Interpretable Clustering on Dynamic Graphs with Recurrent Graph Neural Networks || Adversarial Permutation Guided Node Representations for Link Prediction || Embedding Heterogeneous Networks into Hyperbolic Space Without Meta-path || Rethinking Graph Regularization for Graph Neural Networks || One-shot Graph Neural Architecture Search with Dynamic Search Space
AAAI,2021,AAAI_2021_T006,可信安全：对抗攻击、后门、水印与隐私,可信安全,可信安全,131,1642,7.97807551766138,"adversarial, training, attacks, attack, robustness, privacy, deep, generative, examples, adversarial training",Beating Attackers At Their Own Games: Adversarial Example Detection Using Adversarial Gradient Directions || Adversarial Training Reduces Information and Improves Transferability || Adversarial Training and Provable Robustness: A Tale of Two Objectives || Improving Adversarial Robustness via Probabilistically Compact Loss with Logit Constraints || Generalized Adversarially Learned Inference
AAAI,2021,AAAI_2021_T007,因果学习：因果发现、反事实与处理效应,因果学习,优化/理论,58,1642,3.53227771010962,"causal, covid-19, variables, counterfactual, survival, features, information, analysis, causal effects, prediction",Meta Learning for Causal Direction || A Generative Adversarial Framework for Bounding Confounded Causal Effects || A Theory of Independent Mechanisms for Extrapolation in Generative Models || Discovering Fully Oriented Causal Networks || Estimating Identifiable Causal Effects through Double Machine Learning
AAAI,2022,AAAI_2022_T000,迁移泛化：域适应、OOD泛化与鲁棒表征,迁移泛化,其他,217,1315,16.50190114068441,"domain, object, segmentation, feature, detection, point, image, features, semantic, labels",DIRL: Domain-Invariant Representation Learning for Generalizable Semantic Segmentation || Self-Supervised Object Localization with Joint Graph Partition || Self-Supervised Pretraining for RGB-D Salient Object Detection || SCAN: Cross Domain Object Detection with Semantic Conditioned Adaptation || Stereo Neural Vernier Caliper
AAAI,2022,AAAI_2022_T001,优化理论：随机/非凸优化与收敛率,优化理论,优化/理论,179,1315,13.612167300380229,"algorithm, optimization, problem, causal, algorithms, training, time, stochastic, fairness, novel",Hindsight Network Credit Assignment: Efficient Credit Assignment in Networks of Discrete Stochastic Units || Coordinate Descent on the Orthogonal Group for Recurrent Neural Network Training || The Perils of Learning Before Optimizing || Sample Average Approximation for Stochastic Optimization with Dependent Data: Performance Guarantees and Tractability || DPCD: Discrete Principal Coordinate Descent for Binary Variable Problems
AAAI,2022,AAAI_2022_T002,视觉感知：目标检测、识别与视觉表征,视觉感知,视觉/三维/视频,167,1315,12.69961977186312,"image, images, visual, features, transformer, information, training, audio, vision, state-of-the-art","Nested Hierarchical Transformer: Towards Accurate, Data-Efficient and Interpretable Visual Understanding || Cross-Modal Coherence for Text-to-Image Retrieval || MIA-Former: Efficient and Robust Vision Transformers via Multi-Grained Input-Adaptation || Model-Based Image Signal Processors via Learnable Dictionaries || Assessing a Single Image in Reference-Guided Image Synthesis"
AAAI,2022,AAAI_2022_T003,生成模型：扩散模型、采样与内容生成,生成模型,生成模型,152,1315,11.55893536121673,"language, knowledge, text, generation, human, training, pre-trained, natural, natural language, information",On the Transferability of Pre-trained Language Models: A Study from Artificial Datasets || Language Modelling via Learning to Rank || Deep Clustering of Text Representations for Supervision-Free Probing of Syntax || Search and Learn: Improving Semantic Coverage for Data-to-Text Generation || From Fully Trained to Fully Random Embeddings: Improving Neural Machine Translation with Compact Word Embedding Tables
AAAI,2022,AAAI_2022_T004,强化学习：策略优化、奖励学习与控制,强化学习,强化学习,139,1315,10.57034220532319,"policy, reinforcement, agent, agents, reward, algorithms, policies, environments, problem, environment",Unsupervised Reinforcement Learning in Multiple Environments || Globally Optimal Hierarchical Reinforcement Learning for Linearly-Solvable Markov Decision Processes || Control-Oriented Model-Based Reinforcement Learning with Implicit Differentiation || Stackelberg Actor-Critic: Game-Theoretic Reinforcement Learning Algorithms || Introducing Symmetries to Black Box Meta Reinforcement Learning
AAAI,2022,AAAI_2022_T005,语言推理：问答、常识与多跳推理,语言推理,其他,136,1315,10.34220532319391,"problem, search, problems, algorithm, planning, algorithms, logic, reasoning, constraints, explanations","Efficient Encoding of Cost Optimal Delete-Free Planning as SAT || Learning Logic Programs Though Divide, Constrain, and Conquer || Resolving Inconsistencies in Simple Temporal Problems: A Parameterized Approach || Learning to Search in Local Branching || ApproxASP – a Scalable Approximate Answer Set Counter"
AAAI,2022,AAAI_2022_T006,多媒体安全：Deepfake检测、伪造识别与攻防,多媒体安全,可信安全,116,1315,8.821292775665391,"adversarial, training, attacks, attack, detection, examples, robustness, face, deep, samples",Adversarial Examples Can Be Effective Data Augmentation for Unsupervised Machine Learning || Efficient Robust Training via Backward Smoothing || Feature Generation and Hypothesis Verification for Reliable Face Anti-spoofing || Learning Universal Adversarial Perturbation by Adversarial Example || Gradient Based Activations for Accurate Bias-Free Learning
AAAI,2022,AAAI_2022_T007,图学习：图聚类、表示学习与结构匹配,图学习,推荐/检索/图,92,1315,6.996197718631179,"graph, clustering, graphs, gnns, node, nodes, information, representation, structure, kernel",Graph Pointer Neural Networks || Generalized Equivariance and Preferential Labeling for GNN Node Classification || Powerful Graph Convolutional Networks with Adaptive Propagation Mechanism for Homophily and Heterophily || KerGNNs: Interpretable Graph Neural Networks with Graph Kernels || Simple Unsupervised Graph Representation Learning
AAAI,2022,AAAI_2022_T008,大模型社会安全：偏见、虚假信息与检测,LLM安全,可信安全,59,1315,4.48669201520912,"agents, welfare, social, study, voting, allocation, equilibrium, agent, problem, preferences",Weighted Fairness Notions for Indivisible Items Revisited || Truthful and Fair Mechanisms for Matroid-Rank Valuations || Online Elicitation of Necessarily Optimal Matchings || Worst-Case Voting When the Stakes Are High || Iterative Calculus of Voting under Plurality
AAAI,2022,AAAI_2022_T009,视频理解：动作识别、长视频与时序建模,视频理解,视觉/三维/视频,58,1315,4.41064638783269,"video, temporal, motion, action, videos, frame, representation, frames, spatio-temporal, information",Self-Supervised Spatiotemporal Representation Learning by Exploiting Video Continuity || ACGNet: Action Complement Graph Network for Weakly-Supervised Temporal Action Localization || Iterative Contrast-Classify for Semi-supervised Temporal Action Segmentation || Unsupervised Temporal Video Grounding with Deep Semantic Clustering || Contrastive Spatio-Temporal Pretext Learning for Self-Supervised Video Representation
AAAI,2023,AAAI_2023_T000,迁移泛化：域适应、OOD泛化与鲁棒表征,迁移泛化,其他,440,1572,27.98982188295165,"image, features, images, object, domain, video, detection, feature, state-of-the-art, information",Progressive Few-Shot Adaptation of Generative Model with Align-Free Spatial Correlation || ConvMatch: Rethinking Network Design for Two-View Correspondence Learning || Task-Specific Scene Structure Representations || Revisiting Classifier: Transferring Vision-Language Models for Video Recognition || Parameter-Efficient Model Adaptation for Vision Transformers
AAAI,2023,AAAI_2023_T001,优化理论：梯度方法、收敛性与训练动力学,优化理论,优化/理论,237,1572,15.07633587786259,"optimization, training, problem, samples, deep, feature, classification, experiments, gradient, distribution",Backpropagation-Free Deep Learning with Recursive Local Representation Alignment || Stable Learning via Sparse Variable Independence || Invariant Representations with Stochastically Quantized Neural Networks || Scalable Bayesian Meta-Learning through Generalized Implicit Gradients || Learning Compact Features via In-Training Representation Alignment
AAAI,2023,AAAI_2023_T002,社会计算与安全NLP：偏见、仇恨与立场检测,社会计算与安全NL,其他,200,1572,12.72264631043257,"problem, algorithm, fairness, agents, games, study, algorithms, number, problems, agent",Strategyproofness and Proportionality in Party-Approval Multiwinner Elections || Separate but Equal: Equality in Belief Propagation for Single Cycle Graphs || Resource Sharing through Multi-Round Matchings || Finding Fair Allocations under Budget Constraints || Class Fairness in Online Matching
AAAI,2023,AAAI_2023_T003,多语言NLP：机器翻译、跨语言与低资源,多语言NLP,NLP/语音,192,1572,12.213740458015259,"knowledge, information, language, training, dialogue, distillation, text, framework, experiments, generation","Script, Language, and Labels: Overcoming Three Discrepancies for Low-Resource Language Specialization || ProKD: An Unsupervised Prototypical Knowledge Distillation Network for Zero-Resource Cross-Lingual Named Entity Recognition || Learning to Memorize Entailment and Discourse Relations for Persona-Consistent Dialogues || Improving Distantly Supervised Relation Extraction by Natural Language Inference || A Simple Yet Effective Subsequence-Enhanced Approach for Cross-Domain NER"
AAAI,2023,AAAI_2023_T004,图学习：图聚类、表示学习与结构匹配,图学习,推荐/检索/图,163,1572,10.36895674300254,"graph, graphs, clustering, information, node, knowledge, representation, structure, existing, novel",Eliciting Structural and Semantic Global Knowledge in Unsupervised Graph Contrastive Learning || Attribute and Structure Preserving Graph Contrastive Learning || ImGCL: Revisiting Graph Contrastive Learning on Imbalanced Node Classification || Topological Pooling on Graphs || Deep Graph Structural Infomax
AAAI,2023,AAAI_2023_T005,强化学习：离线策略、奖励建模与控制,强化学习,强化学习,162,1572,10.30534351145038,"policy, reinforcement, agent, offline, planning, agents, reward, problem, algorithm, multi-agent",Models as Agents: Optimizing Multi-Step Predictions of Interactive Local Models in Model-Based Multi-Agent Reinforcement Learning || Incremental Reinforcement Learning with Dual-Adaptive ε-Greedy Exploration || Planning and Learning with Adaptive Lookahead || Bilinear Exponential Family of MDPs: Frequentist Regret Bound with Tractable Exploration & Planning || Model-Based Offline Reinforcement Learning with Local Misspecification
AAAI,2023,AAAI_2023_T006,因果学习：因果发现、反事实与处理效应,因果学习,优化/理论,109,1572,6.933842239185751,"time, causal, graph, temporal, traffic, series, time series, forecasting, prediction, information",Learning Decomposed Spatial Relations for Multi-Variate Time-Series Modeling || Scalable Spatiotemporal Graph Neural Networks || Easy Begun Is Half Done: Spatial-Temporal Graph Modeling with ST-Curriculum Dropout || Spatio-Temporal Neural Structural Causal Models for Bike Flow Prediction || Recovering the Graph Underlying Networked Dynamical Systems under Partial Observability: A Deep Learning Approach
AAAI,2023,AAAI_2023_T007,可信安全：对抗攻击、后门、水印与隐私,可信安全,可信安全,69,1572,4.38931297709923,"adversarial, federated, attack, attacks, robustness, training, local, clients, privacy, global",Federated Robustness Propagation: Sharing Adversarial Robustness in Heterogeneous Federated Learning || Delving into the Adversarial Robustness of Federated Learning || Training Meta-Surrogate Model for Transferable Adversarial Attack || DeFL: Defending against Model Poisoning Attacks in Federated Learning via Critical Learning Periods Awareness || Towards Interpreting and Utilizing Symmetry Property in Adversarial Examples
AAAI,2024,AAAI_2024_T000,强化学习：策略优化、奖励学习与控制,强化学习,强化学习,428,2331,18.36121836121836,"problem, agents, algorithm, policy, algorithms, reinforcement, optimization, problems, optimal, agent",Efficient Learning in Polyhedral Games via Best-Response Oracles || Regret Analysis of Repeated Delegated Choice || Learning Coalition Structures with Games || Learning in Online Principal-Agent Interactions: The Power of Menus || Decoding Global Preferences: Temporal and Cooperative Dependency Modeling in Multi-Agent Preference-Based Reinforcement Learning
AAAI,2024,AAAI_2024_T001,视觉感知：语义/实例/全景分割,视觉感知,视觉/三维/视频,358,2331,15.358215358215348,"visual, image, segmentation, semantic, features, object, video, detection, novel, images",CoPL: Contextual Prompt Learning for Vision-Language Understanding || SA²VP: Spatially Aligned-and-Adapted Visual Prompt || COMMA: Co-articulated Multi-Modal Learning || Learning to Learn Better Visual Prompts || Multi-Level Cross-Modal Alignment for Image Clustering
AAAI,2024,AAAI_2024_T002,迁移泛化：域适应、OOD泛化与鲁棒表征,迁移泛化,其他,245,2331,10.51051051051051,"domain, training, label, knowledge, classes, samples, feature, experiments, existing, novel",Enhancing Semi-supervised Domain Adaptation via Effective Target Labeling || Composite Active Learning: Towards Multi-Domain Active Learning with Theoretical Guarantees || Transfer and Alignment Network for Generalized Category Discovery || Dual-Level Curriculum Meta-Learning for Noisy Few-Shot Learning Tasks || Lost Domain Generalization Is a Natural Consequence of Lack of Training Domains
AAAI,2024,AAAI_2024_T003,大模型推理：问答、常识与思维链,大模型推理,大模型,232,2331,9.95280995280995,"language, llms, knowledge, reasoning, information, generation, framework, training, graph, experiments",Who Knows the Answer? Finding the Best Model and Prompt for Each Query Using Confidence-Based Search || Generative Multi-Modal Knowledge Retrieval with Large Language Models || Customizing Language Model Responses with Contrastive In-Context Learning || Chain-of-Thought Improves Text Generation with Citations in Large Language Models || SeqGPT: An Out-of-the-Box Large Language Model for Open Domain Sequence Understanding
AAAI,2024,AAAI_2024_T004,生成模型：文生图、扩散采样与图像编辑,文生图/图像编辑,生成模型,230,2331,9.86700986700986,"image, images, diffusion, generation, existing, editing, experiments, information, novel, features",Iterative Token Evaluation and Refinement for Real-World Super-resolution || High-Fidelity Diffusion-Based Image Editing || Multi-Domain Multi-Scale Diffusion Model for Low-Light Image Enhancement || Gradual Residuals Alignment: A Dual-Stream Framework for GAN Inversion and Image Attribute Editing || Efficient Conditional Diffusion Model with Probability Flow Sampling for Image Super-resolution
AAAI,2024,AAAI_2024_T005,图学习：图聚类、表示学习与结构匹配,图学习,推荐/检索/图,229,2331,9.82410982410982,"graph, clustering, information, graphs, node, time, gnns, multi-view, series, contrastive",Fine-Tuning Graph Neural Networks by Preserving Graph Generative Patterns || Neural Gaussian Similarity Modeling for Differential Graph Structure Learning || An Efficient Subgraph-Inferring Framework for Large-Scale Heterogeneous Graphs || Learning to Reweight for Generalizable Graph Neural Network || Improving Distinguishability of Class for Graph Neural Networks
AAAI,2024,AAAI_2024_T006,三维视觉：点云、深度估计与相机姿态（RAG问答）,三维视觉,视觉/三维/视频,175,2331,7.5075075075075,"point, point cloud, cloud, novel, features, detection, object, scene, pose, images",NeuSurf: On-Surface Priors for Neural Surface Reconstruction from Sparse Input Views || Leveraging Imagery Data with Spatial Point Prior for Weakly Semi-supervised 3D Object Detection || PM-INR: Prior-Rich Multi-Modal Implicit Large-Scale Scene Neural Representation || Depth-Guided Robust and Fast Point Cloud Fusion NeRF for Sparse Input Views || Voxel or Pillar: Exploring Efficient Point Cloud Representation for 3D Object Detection
AAAI,2024,AAAI_2024_T007,可信安全：对抗攻击、后门、水印与隐私,可信安全,可信安全,154,2331,6.606606606606601,"adversarial, federated, attack, attacks, training, privacy, clients, backdoor, client, image",High-Fidelity Gradient Inversion in Distributed Learning || Stable Unlearnable Example: Enhancing the Robustness of Unlearnable Examples via Stable Error-Minimizing Noise || AGS: Affordable and Generalizable Substitute Training for Transferable Adversarial Attack || Task-Agnostic Privacy-Preserving Representation Learning for Federated Learning against Attribute Inference Attacks || Where and How to Attack? A Causality-Inspired Recipe for Generating Counterfactual Adversarial Examples
AAAI,2024,AAAI_2024_T008,视频理解：动作识别、长视频与时序建模,视频理解,视觉/三维/视频,142,2331,6.09180609180609,"motion, audio, human, video, speech, action, style, recognition, temporal, information",DanceAnyWay: Synthesizing Beat-Guided 3D Dances with Randomized Temporal Contrastive Learning || MotionMix: Weakly-Supervised Diffusion for Controllable Motion Generation || Learn the Force We Can: Enabling Sparse Motion Control in Multi-Object Video Generation || AMD: Autoregressive Motion Diffusion || Scalable Motion Style Transfer with Constrained Diffusion Generation
AAAI,2024,AAAI_2024_T009,三维视觉：点云、深度估计与相机姿态（图学习）,三维视觉,视觉/三维/视频,68,2331,2.91720291720291,"causal, effect, treatment, variables, estimation, effects, problem, causality, structure, graph",Scores for Learning Discrete Causal Graphs with Unobserved Confounders || Effective Causal Discovery under Identifiable Heteroscedastic Noise Model || Linear-Time Algorithms for Front-Door Adjustment in Causal Graphs || Towards Learning and Explaining Indirect Causal Effects in Neural Networks || Rethinking Causal Relationships Learning in Graph Neural Networks
AAAI,2024,AAAI_2024_T010,神经科学AI：脑活动建模、EEG与脉冲网络,神经科学AI,AI4Science/健康,39,2331,1.67310167310167,"spiking, spike, snns, training, brain, neurons, neuromorphic, snn, temporal, information",Enhancing Representation of Spiking Neural Networks via Similarity-Sensitive Contrastive Learning || Ternary Spike: Learning Ternary Spikes for Spiking Neural Networks || Gated Attention Coding for Training High-Performance and Efficient Spiking Neural Networks || Enhancing Training of Spiking Neural Network with Stochastic Latency || Efficient Spiking Neural Networks with Sparse Selective Activation for Continual Learning
AAAI,2024,AAAI_2024_T011,AI4Science：蛋白结构、序列与功能建模,AI4Science,AI4Science/健康,31,2331,1.32990132990132,"molecular, protein, prediction, molecules, sequence, drug, structures, sequences, biological, structure",Knowledge Enhanced Representation Learning for Drug Discovery || Text-Guided Molecule Generation with Diffusion Language Model || HAGO-Net: Hierarchical Geometric Message Passing for Molecular Representation Learning || Molecular Optimization Model with Patentability Constraint || A Multi-Modal Contrastive Diffusion Model for Therapeutic Peptide Generation
AAAI,2025,AAAI_2025_T000,生成模型：视频扩散生成与编辑,视频扩散,生成模型,380,3028,12.54953764861294,"image, diffusion, images, generation, video, editing, existing, experiments, information, novel",DiffuseHigh: Training-Free Progressive High-Resolution Image Synthesis Through Structure Guidance || Flash Diffusion: Accelerating Any Conditional Diffusion Model for Few Steps Image Generation || AGLLDiff: Guiding Diffusion Models Towards Unsupervised Training-free Real-world Low-light Image Enhancement || Cascaded Diffusion Models for Virtual Try-On: Improving Control and Resolution || VersaFusion: A Versatile Diffusion-Based Framework for Fine-Grained Image Editing and Enhancement
AAAI,2025,AAAI_2025_T001,大模型推理：问答、常识与思维链,大模型推理,大模型,378,3028,12.483487450462349,"llms, language, knowledge, reasoning, llm, language llms, framework, experiments, novel, information",Can Large Language Models Derive High-Level Cognition from Low-Level and Fragmented Foundational Information? || Extracting Interpretable Task-Specific Circuits from Large Language Models for Faster Inference || Improving Natural Language Understanding for LLMs via Large-Scale Instruction Synthesis || Tuning-Free Accountable Intervention for LLM Deployment – a Metacognitive Approach || Controlling Equational Reasoning in Large Language Models with Prompt Interventions
AAAI,2025,AAAI_2025_T002,多模态大模型：视觉语言理解与跨模态推理,多模态大模型,多模态,372,3028,12.285336856010561,"visual, video, multimodal, language, information, text, features, retrieval, existing, image","ALLVB: All-in-One Long Video Understanding Benchmark || A-VL: Adaptive Attention for Large Vision-Language Models || Assessing Modality Bias in Video Question Answering Benchmarks with Multimodal Large Language Models || Divide, Conquer and Combine: A Training-Free Framework for High-Resolution Image Perception in Multimodal Large Language Models || Boosting Multimodal Large Language Models with Visual Tokens Withdrawal for Rapid Inference"
AAAI,2025,AAAI_2025_T003,三维视觉：点云、深度估计与相机姿态,三维视觉,视觉/三维/视频,342,3028,11.294583883751649,"point, object, semantic, segmentation, cloud, information, features, point cloud, scene, image",Bootstraping Clustering of Gaussians for View-consistent 3D Scene Understanding || MSV-PCT: Multi-Sparse-View Enhanced Transformer Framework for Salient Object Detection in Point Clouds || Rethinking Open-Vocabulary Segmentation of Radiance Fields in 3D Space || SSLFusion: Scale and Space Aligned Latent Fusion Model for Multimodal 3D Object Detection || Hierarchical Cross-Modal Alignment for Open-Vocabulary 3D Object Detection
AAAI,2025,AAAI_2025_T004,强化学习：策略优化、奖励学习与控制,强化学习,强化学习,304,3028,10.039630118890349,"agents, policy, problem, reinforcement, algorithms, algorithm, agent, search, reward, multi-agent",Beyond Monotonicity: On the Convergence of Learning Algorithms in Standard Auction Games || Decentralized and Uncoordinated Learning of Stable Matchings: A Game-Theoretic Approach || Multi Agent Reinforcement Learning for Sequential Satellite Assignment Problems || Deviate or Not: Learning Coalition Structures with Multiple-bit Observations in Games || Two-Timescale Critic-Actor for Average Reward MDPs with Function Approximation
AAAI,2025,AAAI_2025_T005,可信安全：对抗攻击、后门、水印与隐私,可信安全,可信安全,255,3028,8.42140026420079,"attacks, federated, adversarial, detection, attack, training, clients, experiments, backdoor, robustness","Defending Against Sophisticated Poisoning Attacks with RL-based Aggregation in Federated Learning || AttackBench: Evaluating Gradient-based Attacks for Adversarial Examples || On the Robustness of Distributed Machine Learning Against Transfer Attacks || Queries, Representation & Detection: The Next 100 Model Fingerprinting Schemes || Improving Integrated Gradient-based Transferable Adversarial Examples by Refining the Integration Path"
AAAI,2025,AAAI_2025_T006,优化理论：梯度方法、收敛性与训练动力学,优化理论,优化/理论,235,3028,7.760898282694841,"optimization, problem, gradient, algorithm, training, problems, search, framework, functions, algorithms",PowerMLP: An Efficient Version of KAN || The Gradient of Algebraic Model Counting || Memory-Reduced Meta-Learning with Guaranteed Convergence || Decomposed Quadratization: Efficient QUBO Formulation for Learning Bayesian Network || Generalized Convergence Analysis of Tsetlin Automaton Based Algorithms: A Probabilistic Approach to Concept Learning
AAAI,2025,AAAI_2025_T007,因果学习：因果发现、反事实与处理效应,因果学习,优化/理论,225,3028,7.43064729194187,"clustering, multi-view, label, causal, labels, knowledge, information, existing, samples, feature",Biased Incomplete Multi-View Learning || Enhanced Sample Selection with Confidence Tracking: Identifying Correctly Labeled Yet Hard-to-Learn Samples in Noisy Data || Addressing Multi-Label Learning with Partial Labels: From Sample Selection to Label Selection || Bayesian Low-Rank Learning (Bella): A Practical Approach to Bayesian Neural Networks || Prior-Constrained Association Learning for Fine-Grained Generalized Category Discovery
AAAI,2025,AAAI_2025_T008,AI4Science：分子生成、药物发现与化学建模,AI4Science,AI4Science/健康,221,3028,7.29854689564068,"graph, node, graphs, gnns, information, nodes, prediction, molecular, contrastive, existing",Pre-Training Graph Neural Networks on Molecules by Using Subgraph-Conditioned Graph Information Bottleneck || Integrating Co-Training with Edge Discrimination to Enhance Graph Neural Networks Under Heterophily || Subgraph Aggregation for Out-of-Distribution Generalization on Graphs || Contrastive Auxiliary Learning with Structure Transformation for Heterogeneous Graphs || Bootstrapping Heterogeneous Graph Representation Learning via Large Language Models: A Generalized Approach
