venue,year,rank,topic,venue_year_topic_id,count,venue_year_total,share,specific_label_cn,specific_label_en,specific_parent_category,parent_category,topic_keywords,representative_titles,topic_label_cn,topic_label_en,title_terms,naming_evidence
AAAI,2026,11,10,AAAI_2026_T010,164,4149,0.039527597011328,医疗视觉：医学影像分割、病理与临床影像,medical image segmentation/pathology,AI for Health,LLM Reasoning,"medical, segmentation, clinical, image, framework, imaging, medical image, diagnostic, diagnosis, reasoning",MedSAMix: A Training-Free Model Merging Approach for Medical Image Segmentation || GMAI-VL & GMAI-VL-5.5M: A Large Vision-Language Model and a Comprehensive Multimodal Dataset Towards General Medical AI || VALIANT: Prompt Instability for Active Learning in Black-Box Medical Imaging || OFL-SAM2: Prompt SAM2 with Online Few-shot Learner for Efficient Medical Image Segmentation || Versatile Vision-Language Model for 3D Computed Tomography,大模型推理与思维链,medical / segmentation / clinical,medical / image / segmentation / gmai / vision / language / prompt / sam2,"keywords=medical, segmentation, clinical, image, framework, imaging, medical image, diagnostic, diagnosis, reasoning; title_terms=medical / image / segmentation / gmai / vision / language / prompt / sam2"
AAAI,2026,12,11,AAAI_2026_T011,155,4149,0.0373583996143649,推荐系统：排序、召回与点击率预测,ranking/retrieval/CTR recommendation,Recommendation,Recommendation,"recommendation, user, federated, item, framework, training, personalized, experiments, clients, existing",RecCocktail: A Generalizable and Efficient Framework for LLM-Based Recommendation || Breaking the Aggregation Bottleneck in Federated Recommendation: A Personalized Model Merging Approach || REACTION: Parameter-Efficient Learning for Recommendation || TransFR: Transferable Federated Recommendation with Adapter Tuning on Pre-trained Language Models || SGP4SR: Separated-Modality Guided User Preference Learning for Multimodal Sequential Recommendation,推荐系统与点击率预测,recommendation / user / federated,recommendation / federated / reccocktail / generalizable / framework / llm / breaking / aggregation,"keywords=recommendation, user, federated, item, framework, training, personalized, experiments, clients, existing; title_terms=recommendation / federated / reccocktail / generalizable / framework / llm / breaking / aggregation"
AAAI,2026,13,12,AAAI_2026_T012,148,4149,0.0356712460833935,三维视觉：点云、深度估计与相机姿态,point cloud/depth/pose,3D Vision,Other,"motion, action, manipulation, human, pose, robotic, framework, generation, experiments, interaction","Towards Efficient and Robust Manipulation via Multi-Frame Vision-Language-Action Modeling || Human2Robot: Learning Robot Actions from Paired Human-Robot Videos || RGMP: Recurrent Geometric-prior Multimodal Policy for Generalizable Humanoid Robot Manipulation || Decomposing Prompts, Composing Actions: A Multi-Granularity Prompting Approach for Incremental Action Learning || Learning Object-Centric Motion Priors from Human for Robotic Dexterous Manipulation",其他主题：motion / action / manipulation,motion / action / manipulation,manipulation / robot / multi / action / actions / human / frame / vision,"keywords=motion, action, manipulation, human, pose, robotic, framework, generation, experiments, interaction; title_terms=manipulation / robot / multi / action / actions / human / frame / vision"
AAAI,2026,14,13,AAAI_2026_T013,144,4149,0.0347071583514099,检索增强大模型：RAG、知识注入与问答,RAG/knowledge-grounded QA,LLM / IR,LLM / IR,"knowledge, retrieval, rag, reasoning, llms, generation, retrieval-augmented, language, retrieval-augmented generation, graph",LiR3AG: A Lightweight Rerank Reasoning Strategy Framework for Retrieval-Augmented Generation || Iterative Multi-Granular RAG with Contextual Hierarchical Graph || LeanRAG: Knowledge-Graph-Based Generation with Semantic Aggregation and Hierarchical Retrieval || Stepwise Contrastive Reasoning for Retrieval-Augmented Generation over Knowledge Graphs || Human Cognition Inspired RAG with Knowledge Graph for Complex Problem Solving,检索增强生成与信息检索,knowledge / retrieval / rag,retrieval / generation / graph / knowledge / reasoning / augmented / rag / hierarchical,"keywords=knowledge, retrieval, rag, reasoning, llms, generation, retrieval-augmented, language, retrieval-augmented generation, graph; title_terms=retrieval / generation / graph / knowledge / reasoning / augmented / rag / hierarchical"
AAAI,2026,15,14,AAAI_2026_T014,127,4149,0.0306097854904796,因果学习：因果发现、反事实与处理效应,causal discovery/counterfactuals,Causal ML,LLM Agents,"fairness, causal, agents, fair, problem, allocations, allocation, algorithm, number, study",Fair Societies: Algorithms for House Allocations || Computing Approximately Proportional Allocations of Indivisible Goods: Beyond Additive and Monotone Valuations || Fairness and Stability for Shared Resource Allocation Problems || Fairness in Repeated Matching: A Maximin Perspective || Probing EFX via PMMS: (Non-)Existence Results in Discrete Fair Division,智能体与多智能体系统,fairness / causal / agents,fair / allocations / fairness / societies / algorithms / house / computing / approximately,"keywords=fairness, causal, agents, fair, problem, allocations, allocation, algorithm, number, study; title_terms=fair / allocations / fairness / societies / algorithms / house / computing / approximately"
AAAI,2026,16,15,AAAI_2026_T015,123,4149,0.029645697758496,多模态理解：视觉语言表征与跨模态对齐,vision-language representation/alignment,Multimodal AI,Multimodal AI,"speech, audio, emotion, multimodal, emotional, music, recognition, generation, existing, text","MACS: Multi-source Audio-to-image Generation with Contextual Significance and Semantic Alignment || HPSU: A Benchmark for Human-Level Perception in Real-World Spoken Speech Understanding || Do LLMs Feel? Teaching Emotion Recognition with Prompts, Retrieval, and Curriculum Learning || VMChill: A Dataset for Fine-Grained Visual-Musical Synergy || Making Visual Dialogue More Engaging: A New Task, Method, and Metric",多模态理解与视觉语言模型,speech / audio / emotion,visual / macs / multi / source / audio / image / generation / contextual,"keywords=speech, audio, emotion, multimodal, emotional, music, recognition, generation, existing, text; title_terms=visual / macs / multi / source / audio / image / generation / contextual"
AAAI,2026,17,16,AAAI_2026_T016,122,4149,0.0294046758255001,多媒体检索：跨模态检索、语义匹配与内容理解,cross-modal/semantic multimedia retrieval,Multimedia Retrieval,LLM / IR,"retrieval, cross-modal, semantic, distillation, alignment, knowledge, modalities, hashing, features, person",Noisy Correspondence Learning with Modality Gap Direction Correction || Robust Semi-paired Multimodal Learning for Cross-modal Retrieval || PCSR: Pseudo-label Consistency-Guided Sample Refinement for Noisy Correspondence Learning || Neighbor-aware Instance Refining with Noisy Labels for Cross-Modal Retrieval || Correspondence Coverage Matters for Multi-Modal Dataset Distillation,检索增强生成与信息检索,retrieval / cross-modal / semantic,noisy / correspondence / modal / cross / retrieval / modality / gap / direction,"keywords=retrieval, cross-modal, semantic, distillation, alignment, knowledge, modalities, hashing, features, person; title_terms=noisy / correspondence / modal / cross / retrieval / modality / gap / direction"
AAAI,2026,18,17,AAAI_2026_T017,107,4149,0.0257893468305615,AI4Science：蛋白结构、序列与功能建模,protein modeling,AI for Science,AI for Science,"molecular, protein, spatial, prediction, design, biological, gene, drug, framework, chemical",Learning Cell-Aware Hierarchical Multi-Modal Representations for Robust Molecular Modeling || Invariant Conditional Molecular Generation Under Distribution Shift || GP-MoLFormer-Sim: Test Time Molecular Optimization Through Contextual Similarity Guidance || Breaking the Modality Barrier: Generative Modeling for Accurate Molecule Retrieval from Mass Spectra || Hierarchical Structure-Property Alignment for Data-Efficient Molecular Generation and Editing,AI for Science 与药物/蛋白,molecular / protein / spatial,molecular / hierarchical / modeling / generation / cell / aware / multi / modal,"keywords=molecular, protein, spatial, prediction, design, biological, gene, drug, framework, chemical; title_terms=molecular / hierarchical / modeling / generation / cell / aware / multi / modal"
AAAI,2026,19,18,AAAI_2026_T018,73,4149,0.0175946011087008,神经科学AI：脑活动建模、EEG与脉冲网络,brain activity/EEG/spiking networks,AI for Neuroscience,Other,"spiking, eeg, snns, brain, spike, decoding, visual, temporal, spiking snns, neurons",Activation-wise Propagation: A One-Timestep Strategy for Spiking Neural Networks || I2E: Real-Time Image-to-Event Conversion for High-Performance Spiking Neural Networks || TDSNNs: Competitive Topographic Deep Spiking Neural Networks for Visual Cortex Modeling || Training-Free ANN-to-SNN Conversion for High-Performance Spiking Transformers || Exploring the Potentials of Spiking Neural Networks for Image Deraining,其他主题：spiking / eeg / snns,spiking / eeg / snns,spiking / image / conversion / high / performance / activation / wise / propagation,"keywords=spiking, eeg, snns, brain, spike, decoding, visual, temporal, spiking snns, neurons; title_terms=spiking / image / conversion / high / performance / activation / wise / propagation"
AAAI,2026,20,19,AAAI_2026_T019,40,4149,0.0096408773198361,异常检测：图异常、欺诈检测与时序异常,graph/fraud/time-series anomaly detection,Anomaly Detection,Other,"anomaly, anomaly detection, detection, anomalies, normal, industrial, understanding, anomalous, existing, framework",AnomalyMoE: Towards a Language-free Generalist Model for Unified Visual Anomaly Detection || AnoStyler: Text-Driven Localized Anomaly Generation via Lightweight Style Transfer || ICAD-LLM: One-for-All Anomaly Detection via In-Context Learning with Large Language Models || Anomagic: Crossmodal Prompt-driven Zero-shot Anomaly Generation || Unsupervised Multi-View Visual Anomaly Detection via Progressive Homography-Guided Alignment,其他主题：anomaly / anomaly detection / detection,anomaly / anomaly detection / detection,anomaly / detection / language / visual / driven / generation / anomalymoe / free,"keywords=anomaly, anomaly detection, detection, anomalies, normal, industrial, understanding, anomalous, existing, framework; title_terms=anomaly / detection / language / visual / driven / generation / anomalymoe / free"
ACL,2025,1,0,ACL_2025_T000,249,1699,0.1465567981165391,高效大模型：长上下文、注意力与推理优化,long-context/attention/inference optimization,Efficient LLMs,Other,"language, llms, training, llm, inference, long-context, tokens, fine-tuning, attention, experiments","How to Train Long-Context Language Models (Effectively) || L ong R ecipe: Recipe for Efficient Long Context Generalization in Large Language Models || A Survey on Efficient Large Language Model Training: From Data-centric Perspectives || S titch LLM : Serving LLM s, One Block at a Time || Unveiling the Potential of BERT -family: A New Recipe for Building Scalable, General and Competitive Large Language Models",其他主题：language / llms / training,language / llms / training,language / long / context / recipe / llm / how / train / effectively,"keywords=language, llms, training, llm, inference, long-context, tokens, fine-tuning, attention, experiments; title_terms=language / long / context / recipe / llm / how / train / effectively"
ACL,2025,2,1,ACL_2025_T001,149,1699,0.0876986462625073,多模态大模型：视觉语言理解与跨模态推理,multimodal/VLM understanding,Multimodal LLM,LLM Reasoning,"visual, multimodal, reasoning, mllms, language, understanding, vlms, vision-language, video, hallucination",A cti V iew: Evaluating Active Perception Ability for Multimodal Large Language Models || Response Wide Shut? Surprising Observations in Basic Vision Language Model Capabilities || Exploring How Generative MLLM s Perceive More Than CLIP with the Same Vision Encoder || MA mmo TH - VL : Eliciting Multimodal Reasoning with Instruction Tuning at Scale || A lign MMB ench: Evaluating C hinese Multimodal Alignment in Large Vision-Language Models,大模型推理与思维链,visual / multimodal / reasoning,multimodal / language / vision / evaluating / cti / iew / active / perception,"keywords=visual, multimodal, reasoning, mllms, language, understanding, vlms, vision-language, video, hallucination; title_terms=multimodal / language / vision / evaluating / cti / iew / active / perception"
ACL,2025,3,2,ACL_2025_T002,146,1699,0.0859329017068864,语音音频：ASR、说话人与音频理解,ASR/speaker/audio understanding,Speech / Audio,NLP,"language, languages, speech, multilingual, translation, cross-lingual, audio, training, low-resource, llms",Making LLM s Better Many-to-Many Speech-to-Text Translators with Curriculum Learning || Improving Language and Modality Transfer in Translation by Character-level Modeling || Recent Advances in Speech Language Models: A Survey || Middle-Layer Representation Alignment for Cross-Lingual Transfer in Fine-Tuned LLM s || From Neurons to Semantics: Evaluating Cross-Linguistic Alignment Capabilities of Large Language Models via Neurons Alignment,机器翻译与多语言 NLP,language / languages / speech,language / alignment / llm / many / speech / transfer / cross / neurons,"keywords=language, languages, speech, multilingual, translation, cross-lingual, audio, training, low-resource, llms; title_terms=language / alignment / llm / many / speech / transfer / cross / neurons"
ACL,2025,4,3,ACL_2025_T003,145,1699,0.085344320188346,大模型推理：问答、常识与思维链,QA/commonsense/chain-of-thought reasoning,LLM Reasoning,LLM Reasoning,"reasoning, llms, language, llm, mathematical, framework, temporal, complex, language llms, cot",Fine-Tuning on Diverse Reasoning Chains Drives Within-Inference C o T Refinement in LLM s || Lexical Recall or Logical Reasoning: Probing the Limits of Reasoning Abilities in Large Language Models || F ine R eason: Evaluating and Improving LLM s’ Deliberate Reasoning through Reflective Puzzle Solving || The Role of Deductive and Inductive Reasoning in Large Language Models || Large Language and Reasoning Models are Shallow Disjunctive Reasoners,大模型推理与思维链,reasoning / llms / language,reasoning / language / llm / fine / tuning / diverse / chains / drives,"keywords=reasoning, llms, language, llm, mathematical, framework, temporal, complex, language llms, cot; title_terms=reasoning / language / llm / fine / tuning / diverse / chains / drives"
ACL,2025,5,4,ACL_2025_T004,145,1699,0.085344320188346,可信安全：对抗攻击、后门、水印与隐私,adversarial/backdoor/watermark/privacy,Security / Privacy,Security / Privacy,"safety, llms, attacks, detection, attack, language, privacy, harmful, jailbreak, text",Root Defense Strategies: Ensuring Safety of LLM at the Decoding Level || C on I nstruction: Universal Jailbreaking of Multimodal Large Language Models via Non-Textual Modalities || Defense Against Prompt Injection Attack by Leveraging Attack Techniques || A Statistical and Multi-Perspective Revisiting of the Membership Inference Attack in Large Language Models || On the Risk of Evidence Pollution for Malicious Social Text Detection in the Era of LLM s,隐私安全、攻击与鲁棒性,safety / llms / attacks,attack / defense / llm / language / root / strategies / ensuring / safety,"keywords=safety, llms, attacks, detection, attack, language, privacy, harmful, jailbreak, text; title_terms=attack / defense / llm / language / root / strategies / ensuring / safety"
ACL,2025,6,5,ACL_2025_T005,144,1699,0.0847557386698057,大模型社会安全：偏见、虚假信息与检测,bias/misinformation/detection,Trustworthy LLM,Other,"language, llms, bias, cultural, biases, gender, social, emotion, human, llm","Delving into Multilingual Ethical Bias: The MSQAD with Statistical Hypothesis Tests for Large Language Models || White Men Lead, Black Women Help? Benchmarking and Mitigating Language Agency Social Biases in LLM s || Bias in Language Models: Beyond Trick Tests and Towards RUTE d Evaluation || The Impossibility of Fair LLM s || Value Portrait: Assessing Language Models’ Values through Psychometrically and Ecologically Valid Items",其他主题：language / llms / bias,language / llms / bias,language / bias / tests / llm / delving / into / multilingual / ethical,"keywords=language, llms, bias, cultural, biases, gender, social, emotion, human, llm; title_terms=language / bias / tests / llm / delving / into / multilingual / ethical"
ACL,2025,7,6,ACL_2025_T006,140,1699,0.0824014125956445,大模型评测：人类偏好、任务指标与领域评估,human preference/task/domain evaluation,LLM Evaluation,AI for Health,"evaluation, llms, human, legal, language, metrics, research, llm, quality, clinical",LLM s instead of Human Judges? A Large Scale Empirical Study across 20 NLP Evaluation Tasks || S truc T ext-Eval: Evaluating Large Language Model’s Reasoning Ability in Structure-Rich Text || Improving Automatic Evaluation of Large Language Models ( LLM s) in Biomedical Relation Extraction via LLM s-as-the-Judge || Does Context Matter? C ontextual J udge B ench for Evaluating LLM -based Judges in Contextual Settings || The Alternative Annotator Test for LLM -as-a-Judge: How to Statistically Justify Replacing Human Annotators with LLM s,医疗健康与生物医学 AI,evaluation / llms / human,llm / human / judges / evaluation / evaluating / language / judge / instead,"keywords=evaluation, llms, human, legal, language, metrics, research, llm, quality, clinical; title_terms=llm / human / judges / evaluation / evaluating / language / judge / instead"
ACL,2025,8,7,ACL_2025_T007,119,1699,0.0700412007062978,推荐系统：排序、召回与点击率预测,ranking/retrieval/CTR recommendation,Recommendation,LLM Agents,"agents, agent, llms, dialogue, user, planning, language, llm, framework, human",A gent G ym: Evaluating and Training Large Language Model-based Agents across Diverse Environments || MAP o RL : Multi-Agent Post-Co-Training for Collaborative Large Language Models with Reinforcement Learning || Beyond Frameworks: Unpacking Collaboration Strategies in Multi-Agent Systems || Controllable and Reliable Knowledge-Intensive Task-Oriented Conversational Agents with Declarative Genie Worksheets || Navigating Rifts in Human- LLM Grounding: Study and Benchmark,智能体与多智能体系统,agents / agent / llms,language / agents / multi / agent / gent / evaluating / across / diverse,"keywords=agents, agent, llms, dialogue, user, planning, language, llm, framework, human; title_terms=language / agents / multi / agent / gent / evaluating / across / diverse"
ACL,2025,9,8,ACL_2025_T008,116,1699,0.0682754561506768,检索增强大模型：RAG、知识注入与问答,RAG/knowledge-grounded QA,LLM / IR,LLM / IR,"retrieval, rag, generation, knowledge, retrieval-augmented, information, retrieval-augmented generation, documents, llms, framework",RPO : Retrieval Preference Optimization for Robust Retrieval-Augmented Generation || U ni RAG : Unified Query Understanding Method for Retrieval Augmented Generation || Adaptive Retrieval Without Self-Knowledge? Bringing Uncertainty Back Home || Enhancing Retrieval-Augmented Generation via Evidence Tree Search || G ain RAG : Preference Alignment in Retrieval-Augmented Generation through Gain Signal Synthesis,检索增强生成与信息检索,retrieval / rag / generation,retrieval / augmented / generation / preference / rag / rpo / optimization / unified,"keywords=retrieval, rag, generation, knowledge, retrieval-augmented, information, retrieval-augmented generation, documents, llms, framework; title_terms=retrieval / augmented / generation / preference / rag / rpo / optimization / unified"
ACL,2025,10,9,ACL_2025_T009,82,1699,0.048263684520306,高效大模型：推理加速、压缩与资源优化,inference acceleration/compression,Efficient LLMs,Other,"language, llms, attention, information, human, semantic, word, linguistic, heads, syntactic",Leveraging Human Production-Interpretation Asymmetries to Test LLM Cognitive Plausibility || Anything Goes? A Crosslinguistic Study of (Im)possible Language Learning in LM s || Computation Mechanism Behind LLM Position Generalization || SR - LLM : Rethinking the Structured Representation in Large Language Model || How Humans and LLM s Organize Conceptual Knowledge: Exploring Subordinate Categories in I talian,其他主题：language / llms / attention,language / llms / attention,llm / language / leveraging / human / production / interpretation / asymmetries / test,"keywords=language, llms, attention, information, human, semantic, word, linguistic, heads, syntactic; title_terms=llm / language / leveraging / human / production / interpretation / asymmetries / test"
ACL,2025,11,10,ACL_2025_T010,78,1699,0.0459093584461447,代码大模型：代码生成、程序理解与评测,code LLMs/generation/evaluation,Code Intelligence,LLM Training,"code, llms, generation, language, code generation, instruction, instructions, llm, programming, language llms",Global Eye: Breaking the “Fixed Thinking Pattern” during the Instruction Expansion Process || Benchmarking Long-Context Language Models on Long Code Understanding || O pen C oder: The Open Cookbook for Top-Tier Code Large Language Models || E xplora C oder: Advancing Code Generation for Multiple Unseen API s via Planning and Chained Exploration || Can Language Models Replace Programmers for Coding? REPOCOD Says ‘Not Yet’,大模型训练与指令调优,code / llms / generation,language / code / long / oder / global / eye / breaking / fixed,"keywords=code, llms, generation, language, code generation, instruction, instructions, llm, programming, language llms; title_terms=language / code / long / oder / global / eye / breaking / fixed"
ACL,2025,12,11,ACL_2025_T011,73,1699,0.0429664508534432,大模型训练：微调、数据配方与任务适配,fine-tuning/data recipes/adaptation,LLM,Graph Learning,"knowledge, editing, llms, language, graph, distillation, entity, relation, knowledge editing, information",Decoding by Contrasting Knowledge: Enhancing Large Language Model Confidence on Edited Facts || Enabling LLM Knowledge Analysis via Extensive Materialization || Modeling Complex Semantics Relation with Contrastively Fine-Tuned Relational Encoders || Tree- KG : An Expandable Knowledge Graph Construction Framework for Knowledge-intensive Domains || Have We Designed Generalizable Structural Knowledge Promptings? Systematic Evaluation and Rethinking,图学习与图神经网络,knowledge / editing / llms,knowledge / decoding / contrasting / enhancing / language / confidence / edited / facts,"keywords=knowledge, editing, llms, language, graph, distillation, entity, relation, knowledge editing, information; title_terms=knowledge / decoding / contrasting / enhancing / language / confidence / edited / facts"
