venue,year,rank,topic,venue_year_topic_id,count,venue_year_total,share,specific_label_cn,specific_label_en,specific_parent_category,parent_category,topic_keywords,representative_titles,topic_label_cn,topic_label_en,title_terms,naming_evidence
AAAI,2020,11,10,AAAI_2020_T010,31,1601,0.0193628981886321,医疗大模型：临床推理、医学影像与健康问答,clinical/medical large models,Medical LLM,AI for Health,"causal, clinical, disease, patients, effects, variables, ehr, health, prediction, time",Causal Discovery from Multiple Data Sets with Non-Identical Variable Sets || A Bayesian Approach for Estimating Causal Effects from Observational Data || General Transportability – Synthesizing Observations and Experiments from Heterogeneous Domains || Integrating Overlapping Datasets Using Bivariate Causal Discovery || Deep Mixed Effect Model Using Gaussian Processes: A Personalized and Reliable Prediction for Healthcare,医疗健康与生物医学 AI,causal / clinical / disease,causal / discovery / sets / multiple / non / identical / variable / bayesian,"keywords=causal, clinical, disease, patients, effects, variables, ehr, health, prediction, time; title_terms=causal / discovery / sets / multiple / non / identical / variable / bayesian"
ACL,2020,1,0,ACL_2020_T000,111,778,0.1426735218508997,大模型社会安全：偏见、虚假信息与检测,bias/misinformation/detection,Trustworthy LLM,Other,"sentiment, bias, nlp, social, analysis, language, biases, aspect, emotion, explanations",Social Bias Frames: Reasoning about Social and Power Implications of Language || Not All Claims are Created Equal: Choosing the Right Statistical Approach to Assess Hypotheses || Joint Modelling of Emotion and Abusive Language Detection || Out of the Echo Chamber: D etecting Countering Debate Speeches || Demographics Should Not Be the Reason of Toxicity: Mitigating Discrimination in Text Classifications with Instance Weighting,其他主题：sentiment / bias / nlp,sentiment / bias / nlp,social / language / not / bias / frames / reasoning / about / power,"keywords=sentiment, bias, nlp, social, analysis, language, biases, aspect, emotion, explanations; title_terms=social / language / not / bias / frames / reasoning / about / power"
ACL,2020,2,1,ACL_2020_T001,110,778,0.1413881748071979,多语言NLP：机器翻译、跨语言与低资源,machine translation/cross-lingual/low-resource,NLP,NLP,"translation, machine translation, machine, languages, language, cross-lingual, nmt, multilingual, training, word",A Call for More Rigor in Unsupervised Cross-lingual Learning || Improving Massively Multilingual Neural Machine Translation and Zero-Shot Translation || Emerging Cross-lingual Structure in Pretrained Language Models || Bilingual Dictionary Based Neural Machine Translation without Using Parallel Sentences || Leveraging Monolingual Data with Self-Supervision for Multilingual Neural Machine Translation,机器翻译与多语言 NLP,translation / machine translation / machine,translation / machine / cross / lingual / multilingual / call / more / rigor,"keywords=translation, machine translation, machine, languages, language, cross-lingual, nmt, multilingual, training, word; title_terms=translation / machine / cross / lingual / multilingual / call / more / rigor"
ACL,2020,3,2,ACL_2020_T002,100,778,0.1285347043701799,高效大模型：推理加速、压缩与资源优化,inference acceleration/compression,Efficient LLMs,Other,"language, attention, syntactic, linguistic, information, word, languages, speech, natural, representations",Overestimation of Syntactic Representation in Neural Language Models || A Systematic Assessment of Syntactic Generalization in Neural Language Models || An Analysis of the Utility of Explicit Negative Examples to Improve the Syntactic Abilities of Neural Language Models || The Paradigm Discovery Problem || Recurrent Neural Network Language Models Always Learn E nglish-Like Relative Clause Attachment,其他主题：language / attention / syntactic,language / attention / syntactic,language / syntactic / overestimation / representation / systematic / assessment / generalization / analysis,"keywords=language, attention, syntactic, linguistic, information, word, languages, speech, natural, representations; title_terms=language / syntactic / overestimation / representation / systematic / assessment / generalization / analysis"
ACL,2020,4,3,ACL_2020_T003,94,778,0.1208226221079691,生成模型：扩散模型、采样与内容生成,diffusion/sampling/content generation,Generative AI,Other,"text, generation, language, classification, word, document, text generation, text classification, topic, information","Enabling Language Models to Fill in the Blanks || Two Birds, One Stone: A Simple, Unified Model for Text Generation from Structured and Unstructured Data || Efficient Strategies for Hierarchical Text Classification: External Knowledge and Auxiliary Tasks || Few-Shot NLG with Pre-Trained Language Model || Improving Disentangled Text Representation Learning with Information-Theoretic Guidance",其他主题：text / generation / language,text / generation / language,text / language / enabling / fill / blanks / two / birds / one,"keywords=text, generation, language, classification, word, document, text generation, text classification, topic, information; title_terms=text / language / enabling / fill / blanks / two / birds / one"
ACL,2020,5,4,ACL_2020_T004,89,778,0.1143958868894601,知识图谱：实体关系、推理与补全,knowledge graph reasoning/completion,Knowledge Graph,Graph Learning,"entity, ner, knowledge, extraction, entities, named, graph, information, named entity recognition, entity recognition",Multi-Domain Named Entity Recognition with Genre-Aware and Agnostic Inference || Sources of Transfer in Multilingual Named Entity Recognition || Named Entity Recognition as Dependency Parsing || Named Entity Recognition without Labelled Data: A Weak Supervision Approach || A Unified MRC Framework for Named Entity Recognition,图学习与图神经网络,entity / ner / knowledge,named / entity / recognition / multi / domain / genre / aware / agnostic,"keywords=entity, ner, knowledge, extraction, entities, named, graph, information, named entity recognition, entity recognition; title_terms=named / entity / recognition / multi / domain / genre / aware / agnostic"
ACL,2020,6,5,ACL_2020_T005,75,778,0.0964010282776349,生成模型：扩散模型、采样与内容生成,diffusion/sampling/content generation,Generative AI,NLP,"dialogue, dialog, response, generation, conversations, conversation, training, slot, responses, evaluation",PLATO : Pre-trained Dialogue Generation Model with Discrete Latent Variable || Multi-Domain Dialogue Acts and Response Co-Generation || Large Scale Multi-Actor Generative Dialog Modeling || The Dialogue Dodecathlon: Open-Domain Knowledge and Image Grounded Conversational Agents || Learning to Customize Model Structures for Few-shot Dialogue Generation Tasks,对话系统,dialogue / dialog / response,dialogue / generation / multi / domain / plato / pre / trained / discrete,"keywords=dialogue, dialog, response, generation, conversations, conversation, training, slot, responses, evaluation; title_terms=dialogue / generation / multi / domain / plato / pre / trained / discrete"
ACL,2020,7,6,ACL_2020_T006,51,778,0.0655526992287917,多语言NLP：机器翻译、跨语言与低资源,machine translation/cross-lingual/low-resource,NLP,Other,"question, questions, reading, answering, question answering, answer, comprehension, reading comprehension, answers, machine reading",Template-Based Question Generation from Retrieved Sentences for Improved Unsupervised Question Answering || Low-Resource Generation of Multi-hop Reasoning Questions || Harvesting and Refining Question-Answer Pairs for Unsupervised QA || Document Modeling with Graph Attention Networks for Multi-grained Machine Reading Comprehension || STARC : Structured Annotations for Reading Comprehension,其他主题：question / questions / reading,question / questions / reading,question / generation / unsupervised / multi / reading / comprehension / template / retrieved,"keywords=question, questions, reading, answering, question answering, answer, comprehension, reading comprehension, answers, machine reading; title_terms=question / generation / unsupervised / multi / reading / comprehension / template / retrieved"
ACL,2020,8,7,ACL_2020_T007,46,778,0.0591259640102827,开放词汇视觉：开放词汇检测、分割与CLIP语义,open-vocabulary detection/segmentation,Computer Vision,Graph Learning,"parsing, semantic, graph, semantic parsing, discourse, dependency, state-of-the-art, parser, language, information",Universal Decompositional Semantic Parsing || Transition-based Semantic Dependency Parsing with Pointer Networks || DRTS Parsing with Structure-Aware Encoding and Decoding || Parsing into Variable-in-situ Logico-Semantic Graphs || Exploiting the Syntax-Model Consistency for Neural Relation Extraction,图学习与图神经网络,parsing / semantic / graph,parsing / semantic / universal / decompositional / transition / dependency / pointer / drts,"keywords=parsing, semantic, graph, semantic parsing, discourse, dependency, state-of-the-art, parser, language, information; title_terms=parsing / semantic / universal / decompositional / transition / dependency / pointer / drts"
ACL,2020,9,8,ACL_2020_T008,44,778,0.0565552699228791,可信安全：对抗攻击、后门、水印与隐私,adversarial/backdoor/watermark/privacy,Security / Privacy,Security / Privacy,"language, bert, adversarial, transformer, pre-trained, natural, pretrained, natural language, examples, inference",The Right Tool for the Job: Matching Model and Instance Complexities || C amem BERT : a Tasty F rench Language Model || Fast and Accurate Deep Bidirectional Language Representations for Unsupervised Learning || Masked Language Model Scoring || Don’t Stop Pretraining: Adapt Language Models to Domains and Tasks,隐私安全、攻击与鲁棒性,language / bert / adversarial,language / right / tool / job / matching / instance / complexities / amem,"keywords=language, bert, adversarial, transformer, pre-trained, natural, pretrained, natural language, examples, inference; title_terms=language / right / tool / job / matching / instance / complexities / amem"
ACL,2020,10,9,ACL_2020_T009,35,778,0.0449871465295629,文本生成：摘要、事实性与可控生成,summarization/factuality/controllable generation,Text Generation,NLP,"summarization, summary, summaries, abstractive, extractive, news, evaluation, abstractive summarization, document, source",The Summary Loop: Learning to Write Abstractive Summaries Without Examples || Improving Truthfulness of Headline Generation || On Faithfulness and Factuality in Abstractive Summarization || SUPERT : Towards New Frontiers in Unsupervised Evaluation Metrics for Multi-Document Summarization || Facet-Aware Evaluation for Extractive Summarization,文本摘要,summarization / summary / summaries,summarization / abstractive / evaluation / summary / loop / write / summaries / without,"keywords=summarization, summary, summaries, abstractive, extractive, news, evaluation, abstractive summarization, document, source; title_terms=summarization / abstractive / evaluation / summary / loop / write / summaries / without"
ACL,2020,11,10,ACL_2020_T010,23,778,0.0295629820051413,多模态大模型：视觉语言理解与跨模态推理,multimodal/VLM understanding,Multimodal LLM,LLM Training,"visual, image, language, video, multimodal, object, objects, instructions, captions, question","Cross-modal Coherence Modeling for Caption Generation || What Does BERT with Vision Look At? || Improving Image Captioning with Better Use of Caption || Fatality Killed the Cat or: B abel P ic, a Multimodal Dataset for Non-Concrete Concepts || Cross-Modality Relevance for Reasoning on Language and Vision",大模型训练与指令调优,visual / image / language,cross / caption / vision / modal / coherence / modeling / generation / what,"keywords=visual, image, language, video, multimodal, object, objects, instructions, captions, question; title_terms=cross / caption / vision / modal / coherence / modeling / generation / what"
ACMMM,2020,1,0,ACMMM_2020_T000,83,473,0.175475687103594,视觉感知：目标检测、识别与视觉表征,detection/recognition/visual representation,Computer Vision,Other,"object, detection, features, person, re-identification, tracking, vehicle, feature, person re-identification, extensive",Discriminative Spatial Feature Learning for Person Re-Identification || CODAN: Counting-driven Attention Network for Vehicle Detection in Congested Scenes || Self-Mimic Learning for Small-scale Pedestrian Detection || Beyond the Parts: Learning Multi-view Cross-part Correlation for Vehicle Re-identification || Learning Global Structure Consistency for Robust Object Tracking,其他主题：object / detection / features,object / detection / features,identification / vehicle / detection / discriminative / spatial / feature / person / codan,"keywords=object, detection, features, person, re-identification, tracking, vehicle, feature, person re-identification, extensive; title_terms=identification / vehicle / detection / discriminative / spatial / feature / person / codan"
ACMMM,2020,2,1,ACMMM_2020_T001,74,473,0.1564482029598308,底层视觉：超分、去噪、增强与图像复原,image restoration/super-resolution/enhancement,Computer Vision,Other,"video, image, images, quality, streaming, information, features, compressed, temporal, frames",RT-VENet: A Convolutional Network for Real-time Video Enhancement || MRS-Net: Multi-Scale Recurrent Scalable Network for Face Quality Enhancement of Compressed Videos || ALANET: Adaptive Latent Attention Network for Joint Video Deblurring and Interpolation || When Bitstream Prior Meets Deep Prior: Compressed Video Super-resolution with Learning from Decoding || Memory Recursive Network for Single Image Super-Resolution,其他主题：video / image / images,video / image / images,video / enhancement / compressed / prior / super / resolution / venet / convolutional,"keywords=video, image, images, quality, streaming, information, features, compressed, temporal, frames; title_terms=video / enhancement / compressed / prior / super / resolution / venet / convolutional"
ACMMM,2020,3,2,ACMMM_2020_T002,62,473,0.1310782241014799,迁移泛化：域适应、OOD泛化与鲁棒表征,domain adaptation/OOD generalization,Robust / Transfer Learning,Computer Vision,"domain, semantic, image, images, feature, visual, novel, segmentation, graph, classes",Generalized Zero-shot Learning with Multi-source Semantic Embeddings for Scene Recognition || Learning Modality-Invariant Latent Representations for Generalized Zero-shot Learning || Memory-Augmented Relation Network for Few-Shot Learning || Category-specific Semantic Coherency Learning for Fine-grained Image Recognition || Meta Parsing Networks: Towards Generalized Few-shot Scene Parsing with Adaptive Metric Learning,目标检测与图像分割,domain / semantic / image,shot / generalized / zero / semantic / scene / recognition / few / parsing,"keywords=domain, semantic, image, images, feature, visual, novel, segmentation, graph, classes; title_terms=shot / generalized / zero / semantic / scene / recognition / few / parsing"
ACMMM,2020,4,3,ACMMM_2020_T003,59,473,0.1247357293868921,高效大模型：推理加速、压缩与资源优化,inference acceleration/compression,Efficient LLMs,Graph Learning,"image, visual, text, attention, information, captioning, language, graph, scene, knowledge",Bridging the Gap between Vision and Language Domains for Improved Image Captioning || Cascade Reasoning Network for Text-based Visual Question Answering || Hierarchical Scene Graph Encoder-Decoder for Image Paragraph Captioning || Joint Attribute Manipulation and Modality Alignment Learning for Composing Text and Image to Image Retrieval || Multimodal Representation with Embedded Visual Guiding Objects for Named Entity Recognition in Social Media Posts,图学习与图神经网络,image / visual / text,image / captioning / text / visual / bridging / gap / between / vision,"keywords=image, visual, text, attention, information, captioning, language, graph, scene, knowledge; title_terms=image / captioning / text / visual / bridging / gap / between / vision"
ACMMM,2020,5,4,ACMMM_2020_T004,47,473,0.0993657505285412,视频语言理解：视频检索、时刻定位与时序推理,video-language retrieval/moment grounding,Video Understanding,Other,"video, temporal, videos, action, information, localization, attention, visual, event, moment",Activity-driven Weakly-Supervised Spatio-Temporal Grounding from Untrimmed Videos || Cross-modal Non-linear Guided Attention and Temporal Coherence in Multi-modal Deep Video Models || Relational Graph Learning for Grounded Video Description Generation || Deep Concept-wise Temporal Convolutional Networks for Action Localization || Towards More Explainability: Concept Knowledge Mining Network for Event Recognition,其他主题：video / temporal / videos,video / temporal / videos,temporal / modal / video / concept / activity / driven / weakly / supervised,"keywords=video, temporal, videos, action, information, localization, attention, visual, event, moment; title_terms=temporal / modal / video / concept / activity / driven / weakly / supervised"
ACMMM,2020,6,5,ACMMM_2020_T005,44,473,0.0930232558139534,多模态音视频生成：语音、音乐与情感生成,audio/music/emotion generation,Multimodal Generation,Multimodal AI,"facial, emotion, recognition, expression, face, multimodal, feature, features, lip, different",DFEW: A Large-Scale Database for Recognizing Dynamic Facial Expressions in the Wild || Semi-supervised Multi-modal Emotion Recognition with Cross-Modal Distribution Matching || Emotions Don't Lie: An Audio-Visual Deepfake Detection Method using Affective Cues || MEmoR: A Dataset for Multimodal Emotion Reasoning in Videos || Adversarial Graph Representation Adaptation for Cross-Domain Facial Expression Recognition,多模态理解与视觉语言模型,facial / emotion / recognition,facial / modal / emotion / recognition / cross / dfew / scale / database,"keywords=facial, emotion, recognition, expression, face, multimodal, feature, features, lip, different; title_terms=facial / modal / emotion / recognition / cross / dfew / scale / database"
ACMMM,2020,7,6,ACMMM_2020_T006,43,473,0.0909090909090909,三维视觉：点云、深度估计与相机姿态,point cloud/depth/pose,3D Vision,Other,"pose, face, human, style, image, recognition, features, novel, images, pose estimation",DeepFacePencil: Creating Face Images from Freehand Sketches || Rotationally-Consistent Novel View Synthesis for Humans || Neural3D: Light-weight Neural Portrait Scanning via Context-aware Correspondence Learning || Mix Dimension in Poincaré Geometry for 3D Skeleton-based Action Recognition || Mesh Guided One-shot Face Reenactment Using Graph Convolutional Networks,其他主题：pose / face / human,pose / face / human,face / deepfacepencil / creating / images / freehand / sketches / rotationally / consistent,"keywords=pose, face, human, style, image, recognition, features, novel, images, pose estimation; title_terms=face / deepfacepencil / creating / images / freehand / sketches / rotationally / consistent"
ACMMM,2020,8,7,ACMMM_2020_T007,25,473,0.0528541226215644,多媒体安全：Deepfake检测、伪造识别与攻防,deepfake/forgery/multimedia security,Security / Vision,Security / Privacy,"adversarial, attack, attacks, adversarial examples, deepfake, examples, image, detection, privacy, face",Amora: Black-box Adversarial Morphing Attack || DIPDefend: Deep Image Prior Driven Defense against Adversarial Examples || Sharp Multiple Instance Learning for DeepFake Video Detection || Defending Adversarial Examples via DNN Bottleneck Reinforcement || Adversarial Image Attacks Using Multi-Sample and Most-Likely Ensemble Methods,隐私安全、攻击与鲁棒性,adversarial / attack / attacks,adversarial / image / examples / amora / black / box / morphing / attack,"keywords=adversarial, attack, attacks, adversarial examples, deepfake, examples, image, detection, privacy, face; title_terms=adversarial / image / examples / amora / black / box / morphing / attack"
ACMMM,2020,9,8,ACMMM_2020_T008,20,473,0.0422832980972515,语音音频：ASR、说话人与音频理解,ASR/speaker/audio understanding,Speech / Audio,Other,"music, synthesis, dance, space, musical, sound, visual, timbre, style, sounds",Scene-Aware Background Music Synthesis || Crossing You in Style: Cross-modal Style Transfer from Music to Visual Arts || Temporally Guided Music-to-Body-Movement Generation || PopMAG: Pop Music Accompaniment Generation || Pop Music Transformer: Beat-based Modeling and Generation of Expressive Pop Piano Compositions,其他主题：music / synthesis / dance,music / synthesis / dance,music / generation / pop / style / scene / aware / background / synthesis,"keywords=music, synthesis, dance, space, musical, sound, visual, timbre, style, sounds; title_terms=music / generation / pop / style / scene / aware / background / synthesis"
ACMMM,2020,10,9,ACMMM_2020_T009,16,473,0.0338266384778012,推荐系统：排序、召回与点击率预测,ranking/retrieval/CTR recommendation,Recommendation,Recommendation,"quality, recommendation, items, subjective, aesthetic, second-hand, assessment, cropping, different, information",Learning Tuple Compatibility for Conditional Outfit Recommendation || Context-aware Attention Network for Predicting Image Aesthetic Subjectivity || Cognitive Representation Learning of Self-Media Online Article Quality || A Probabilistic Graphical Model for Analyzing the Subjective Visual Quality Assessment Data from Crowdsourcing || Object-level Attention for Aesthetic Rating Distribution Prediction,推荐系统与点击率预测,quality / recommendation / items,attention / aesthetic / quality / tuple / compatibility / conditional / outfit / recommendation,"keywords=quality, recommendation, items, subjective, aesthetic, second-hand, assessment, cropping, different, information; title_terms=attention / aesthetic / quality / tuple / compatibility / conditional / outfit / recommendation"
CHI,2020,1,0,CHI_2020_T000,131,740,0.177027027027027,HCI：VR/AR交互与沉浸式体验,VR/AR interaction,HCI,HCI,"reality, virtual, virtual reality, haptic, interactive, interaction, augmented, augmented reality, input, feedback","Miniature Haptics: Experiencing Haptic Feedback through Hand-based and Embodied Avatars || Knock on Wood: Combining Redirected Touching and Physical Props for Tool-Based Interaction in Virtual Reality || Haptic-go-round: A Surrounding Platform for Encounter-type Haptics in Virtual Reality Experiences || Wireality: Enabling Complex Tangible Geometries in Virtual Reality with Worn Multi-String Haptics || Embodied Axes: Tangible, Actuated Interaction for 3D Augmented Reality Data Spaces",人机交互与用户研究,reality / virtual / virtual reality,reality / haptics / virtual / haptic / embodied / interaction / tangible / miniature,"keywords=reality, virtual, virtual reality, haptic, interactive, interaction, augmented, augmented reality, input, feedback; title_terms=reality / haptics / virtual / haptic / embodied / interaction / tangible / miniature"
CHI,2020,2,1,CHI_2020_T001,113,740,0.1527027027027027,大模型社会安全：偏见、虚假信息与检测,bias/misinformation/detection,Trustworthy LLM,HCI,"design, designing, understanding, social, hci, research, case, study, community, opportunities","On Being Iterated: The Affective Demands of Design Participation || Crafting, Communality, and Computing: Building on Existing Strengths To Support a Vulnerable Population || Unplatformed Design: A Model for Appropriating Social Media Technologies for Coordinated Participation || Articulating Experience: Reflections from Experts Applying Micro-Phenomenology to Design Research in HCI || Place-Based Policymaking and HCI: Opportunities and Challenges for Technology Design",人机交互与用户研究,design / designing / understanding,design / participation / hci / being / iterated / affective / demands / crafting,"keywords=design, designing, understanding, social, hci, research, case, study, community, opportunities; title_terms=design / participation / hci / being / iterated / affective / demands / crafting"
CHI,2020,3,2,CHI_2020_T002,112,740,0.1513513513513513,语音语言：ASR、语音理解与音频建模,ASR/spoken language/audio,Speech / Audio,Other,"mobile, people, impairments, text, visual, voice, people visual, interaction, touch, text entry","Digital Ventriloquism: Giving Voice to Everyday Objects || Senorita: A Chorded Keyboard for Sighted, Low Vision, and Blind Mobile Users || A Design Engineering Approach for Quantitatively Exploring Context-Aware Sentence Retrieval for Nonspeaking Individuals with Motor Disabilities || What HCI Can Learn from ASMR: Becoming Enchanted with the Mundane || Bug or Feature? Covert Impairments to Human Computer Interaction",其他主题：mobile / people / impairments,mobile / people / impairments,digital / ventriloquism / giving / voice / everyday / objects / senorita / chorded,"keywords=mobile, people, impairments, text, visual, voice, people visual, interaction, touch, text entry; title_terms=digital / ventriloquism / giving / voice / everyday / objects / senorita / chorded"
